,img_id,meme_text,response
271,2344.jpg,what girl's think boy's notice in party's what we boy's ectually notice in party's,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and judging them based on their gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity and respect."
272,4212.jpg,Saste nashe ka asar ek gold medal bacha hoto is bhai ko bhi do,target_group: individualattack_type: Mockingintervention: Mocking someone's achievements based on their appearance is unfair and disrespectful. We should strive to create a society that values and celebrates the achievements of all individuals.
273,4127.jpg,"Aur becho kamino,350 Rs ka popcorn aur 150 rs ki coffee..Sab kuch isi janam mei bhugatna hai","target_group: individualattack_type: Mockingintervention: Mocking someone's worthless choices based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
274,5776.jpg,"Doctor : It looks like you're pregnant Patient : Wtf, but I'm male Doctor : It LOOKS like you're",target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat all individuals with respect and kindness.
275,5167.jpg,first bencher*sir aap aaj test lene wale the *last bencher Arey Yeh kon Bhonk Raha hai badtameez,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their test scores is unfair and disrespectful. We should strive to create a society that values and respects each individual's talents and abilities.
276,1286.png,they used to whip slaves back in the day,"target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their race is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting equality and fairness."
277,5516.jpg,Bruh Anthony Mackjie always look like  he konow something about you.,target_group: genderattack_type: Mockingintervention: Mocking someone's appearance based on their gender is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
278,3840.jpg,when she replied within a second...Kya ladki banegi re tu...,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
279,5108.jpg,pati patni aur woh,"target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
280,80.png,"how high are you no officer, its ""hi, how are you""?","target_group: individualattack_type: Mockingintervention: Mocking someone's height and asking them how they are doing is unfair and disrespectful. Let's strive to treat others with kindness and respect, promoting a culture of kindness and respect."
281,3458.jpg,3 tournament lage mreko trophy jeetne k liye Aur inse 13 saal se nahi ho pa rha,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their performance is unfair and disrespectful. We should strive to create a culture of respect and fairness for all individuals.
282,4382.jpg,ye lo modiji aa gyi real id se,"target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
283,1499.jpg,DESI ADUKT TROLLS This is the reason why we guys Loves to attend marriage functions,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
284,2504.jpg,Never ever try late & last night studies for exam with gf i repeat never ever,target_group: genderattack_type: Mockingintervention: Mocking someone's study habits and attempting to study for an exam is unfair and disrespectful. We should strive to create a culture of respect and kindness for all individuals.
285,698.png,you are the funny one maybe i'll kill you last,"target_group: individualattack_type: Mockingintervention: Mocking someone's sex or sex is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their sexuality."
286,4108.jpg,She:mere paas kuch pehne ke liye nahi hai Also she:,"target_group: individualattack_type: Mockingintervention: Mocking someone's physical appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their physical appearance."
287,5063.jpg,Yeh Riya kon hai? Aap ki Ex ki beti aur meri Girl Friend Aaj nahi marunga,target_group: individualattack_type: Mockingintervention: Mocking someone's ex or ex-girlfriend is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
288,2860.jpg,FCUK IT!DORA FATEHI,target_group: organizationattack_type: Mockingintervention: Mocking someone's organization based on their IT skills is unfair and disrespectful. We should strive to create a workplace that values and respects individuals and their abilities.
289,653.jpg,Mohabbat thi isileay jane diya Road roller hoti toh abi theek kar deta,target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals.
290,5894.jpg,S for Shahzada@_Modasir_writes Guests: Arey beta tum bhi khao...  *My Mom looking at me from the kitchen....,"target_group: individualattack_type: Mockingintervention: Mocking someone's name and referring to them as ""Says"" is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
291,476.png,"oh you drive a dodge, do you blow trannys as good as your truck","target_group: otherattack_type: Mockingintervention: Mocking someone's car based on their make and model is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
292,5618.jpg,25 year old me trying to force two magnets to touch with  the same poles,target_group: individualattack_type: Mockingintervention: Mocking someone's ability to make a magnetic object touch with the same poles is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
293,4088.jpg,boys after losing everything they dreamt of in seconds,target_group: genderattack_type: Mockingintervention: Mocking someone's loss of everything they dreamed of is unfair and hurtful. We should strive to create a society that values and respects all individuals.
294,5889.jpg,When I ask my mom to buy a dog Mom- Mere liye tum Kaafi ho,"target_group: individualattack_type: Mockingintervention: Mocking someone's decision to buy a dog based on their personal values is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their financial status."
295,2916.jpg,Sonam kapOOr gives small msg to memers,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
296,3803.jpg,"à¤¸à¤°à¤•à¤¾à¤°à¥€, à¤¦à¥‡à¤¶à¥€ à¤¸à¤°à¤¬ à¤•à¥€ à¤¦à¥_x0081_à¤•à¤¾à¤¨ à¤–à¥‹à¤² à¤¦à¥‡ à¤®à¥‹à¤¦à¥€ à¤¸à¤¬ à¤šà¤¾à¤¯ à¤¨à¤¹à¥€à¤‚ à¤ªà¥€à¤¤à¥‡",target_group: organizationattack_type: Mockingintervention: Mocking someone's organization based on their gender is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
